Date,SubDivision,GangId,OrderNumber,OperationNumber,TrackId,MegaWorkBlock,ShadowWorkBlock,SplitWorkBlock,WBMileFrom,WBMileTo,AnchorPattern,SpikePattern,CwrTerritory,DestressingMethod,ClosureType,NumberofInsulatedJoints,NumberofTransitionRails,NumberofCompromiseRails,FastenerTypeTie,PlateChangeOutRequired,RailType,TravelTimeDuringBlocks,ActualStartTime,ActualEndTime,NumberofTampers,ExpectedOutput,ConfidenceLevel,Version,workBlockPlannedMinutes
00:00.0,WAUKESHA,S70P0R01,NULL,310,2,No,No,Yes,151.4499969,152.1900024,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,3366,72,1,360
00:00.0,WAUKESHA,S70P0R03,NULL,310,2,No,No,Yes,153.3800049,153.8999939,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,60,NULL,NULL,NULL,2328,72,1,360
00:00.0,NEENAH,S70P0R05,NULL,310,1,No,No,Yes,163.0599976,163.8999939,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,4303,72,1,360
00:00.0,NEENAH,S70P0R05,NULL,310,1,No,No,Yes,163.8999939,165.3099976,Pattern 10,B,No,HEATERS,NULL,0,0,1,NA,Yes,New,0,NULL,NULL,NULL,3947,72,1,360
00:00.0,NEENAH,S70P0R05,NULL,310,1,No,No,Yes,163.8999939,165.3099976,Pattern 10,B,No,HEATERS,NULL,1,0,1,NA,Yes,New,0,NULL,NULL,NULL,3957,72,1,360
00:00.0,NEENAH,S70P0R01,NULL,310,1,No,No,Yes,165.7400055,167.0299988,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,3315,72,1,300
00:00.0,NEENAH,S70P0R01,NULL,310,1,No,No,Yes,165.7400055,167.0299988,Pattern 10,B,No,HEATERS,NULL,0,0,1,NA,Yes,New,0,NULL,NULL,NULL,3167,72,1,300
00:00.0,NEENAH,S70P0R01,NULL,310,1,No,No,Yes,165.7400055,167.0299988,Pattern 10,B,No,HEATERS,NULL,1,0,1,NA,Yes,New,0,NULL,NULL,NULL,3176,72,1,300
00:00.0,CAMROSE,W50P0R03,NULL,310,1,No,No,Yes,71.87999725,72.45999908,Pattern 10,A,No,HEATERS,NULL,0,0,1,NA,Yes,New,0,NULL,NULL,NULL,2639,72,1,420
00:00.0,CAMROSE,W50P0R07,NULL,310,1,No,No,Yes,74.26000214,74.68000031,Pattern 10,A,No,HEATERS,NULL,0,0,1,NA,Yes,New,45,NULL,NULL,NULL,3087,72,1,420
00:00.0,CAMROSE,W50P0R02,NULL,310,1,No,No,Yes,73.83000183,74.12999725,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,1642,72,1,420
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,101.3600006,101.7699966,Pattern 10,B,No,HEATERS,NULL,1,0,0,CLIP_RAIL,Yes,New,15.38000011,NULL,NULL,NULL,2989,72,1,360
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,101.3600006,101.7699966,Pattern 10,D,No,HEATERS,NULL,0,0,0,CLIP_RAIL,Yes,New,15.38000011,NULL,NULL,NULL,3002,72,1,360
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,101.3600006,101.7699966,Pattern 10,B,No,HEATERS,NULL,1,1,0,CLIP_RAIL,Yes,New,15.38000011,NULL,NULL,NULL,2987,72,1,360
00:00.0,CLEARWATER,W50P0R06,NULL,310,1,No,No,Yes,90.34999847,90.59999847,Pattern 10,B,No,HEATERS,NULL,1,0,2,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,1836,72,1,240
00:00.0,CLEARWATER,W50P0R06,NULL,310,1,No,No,Yes,83.38999939,87.16999817,Pattern 10,B,No,HEATERS,NULL,0,2,0,CLIP_RAIL,Yes,New,40,NULL,NULL,NULL,1902,72,1,240
00:00.0,CLEARWATER,W50P0R06,NULL,310,1,No,No,Yes,83.38999939,87.16999817,Pattern 10,B,No,HEATERS,NULL,0,1,0,CLIP_RAIL,Yes,New,40,NULL,NULL,NULL,1893,72,1,240
00:00.0,YALE,W50P0R05,NULL,310,2,No,No,Yes,101.6999969,101.7699966,Pattern 10,D,No,HEATERS,NULL,1,1,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,574,72,1,290
00:00.0,YALE,W50P0R05,NULL,310,2,No,No,Yes,104.0999985,104.1399994,Pattern 10,B,No,HEATERS,NULL,0,2,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,256,72,1,60
00:00.0,CAMROSE,W50P0R02,NULL,310,1,No,No,Yes,71.98000336,72.45999908,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,2616,72,1,420
00:00.0,CAMROSE,W50P0R07,NULL,310,1,No,No,Yes,74.06999969,74.26000214,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,1066,72,1,420
00:00.0,CAMROSE,W50P0R03,NULL,310,1,No,No,Yes,71.40000153,71.87999725,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,2616,72,1,420
00:00.0,NEENAH,S70P0R05,NULL,310,1,No,No,Yes,163.6600037,165.5899963,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,2329,72,1,360
00:00.0,NEENAH,S70P0R05,NULL,310,1,No,No,Yes,163.6600037,165.5899963,Pattern 10,B,No,HEATERS,NULL,0,0,1,NA,Yes,New,0,NULL,NULL,NULL,2330,72,1,360
00:00.0,NEENAH,S70P0R05,NULL,310,1,No,No,Yes,163.6600037,165.5899963,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,2329,72,1,360
00:00.0,NEENAH,S70P0R01,NULL,310,1,No,No,Yes,167.0299988,168.3800049,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,3495,72,1,300
00:00.0,NEENAH,S70P0R01,NULL,310,2,No,No,Yes,161.25,162.1000061,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,4333,72,1,360
00:00.0,CAMROSE,W50P0R03,NULL,310,1,No,No,Yes,79.33000183,80.68000031,Pattern 10,A,No,HEATERS,NULL,0,0,1,NA,Yes,New,0,NULL,NULL,NULL,3717,72,1,420
00:00.0,CAMROSE,W50P0R03,NULL,310,1,No,No,Yes,79.33000183,80.68000031,Pattern 10,A,No,HEATERS,NULL,1,0,0,NA,Yes,New,0,NULL,NULL,NULL,3924,72,1,420
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,65.61000061,66.43000031,Pattern 10,B,No,HEATERS,NULL,0,0,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,2573,72,1,540
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,65.61000061,66.43000031,Pattern 10,B,No,HEATERS,NULL,0,1,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,2554,72,1,540
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,70.33000183,70.63999939,Pattern 10,B,No,HEATERS,NULL,0,1,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,1653,72,1,260
00:00.0,CAMROSE,W50P0R03,NULL,310,1,No,No,Yes,77.79000092,78.41999817,Pattern 10,A,No,HEATERS,NULL,0,0,1,NA,Yes,New,0,NULL,NULL,NULL,3243,72,1,420
00:00.0,CAMROSE,W50P0R02,NULL,310,1,No,No,Yes,78.76999664,79.33999634,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,3073,72,1,420
00:00.0,NEENAH,S70P0R01,NULL,310,2,No,No,Yes,162.1000061,162.9499969,Pattern 10,B,No,HEATERS,NULL,1,0,0,NA,Yes,New,0,NULL,NULL,NULL,4455,72,1,500
00:00.0,NEENAH,S70P0R01,NULL,310,2,No,No,Yes,162.1000061,162.9499969,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,4453,72,1,500
00:00.0,NEENAH,S70P0R03,NULL,310,2,No,No,Yes,161.25,161.8099976,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,2978,72,1,500
00:00.0,NEENAH,S70P0R03,NULL,310,2,No,No,Yes,161.8099976,162.6399994,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,4333,72,1,540
00:00.0,NEENAH,S70P0R03,NULL,310,2,No,No,Yes,161.8099976,162.6399994,Pattern 10,B,No,HEATERS,NULL,1,0,0,NA,Yes,New,0,NULL,NULL,NULL,4332,72,1,540
00:00.0,NEENAH,S70P0R01,NULL,310,2,No,No,Yes,162.9499969,164.0700073,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,4442,72,1,300
00:00.0,NEENAH,S70P0R01,NULL,310,2,No,No,Yes,162.9499969,164.0700073,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,4442,72,1,300
00:00.0,CAMROSE,W50P0R03,NULL,310,1,No,No,Yes,77.79000092,78.41999817,Pattern 10,A,No,HEATERS,NULL,0,0,1,NA,Yes,New,0,NULL,NULL,NULL,3243,72,1,420
00:00.0,CAMROSE,W50P0R03,NULL,310,1,No,No,Yes,77.79000092,78.41999817,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,3260,72,1,420
00:00.0,CAMROSE,W50P0R02,NULL,310,1,No,No,Yes,79.12999725,79.69000244,Pattern 10,A,No,HEATERS,NULL,1,0,0,NA,Yes,New,0,NULL,NULL,NULL,3009,72,1,420
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,72.37999725,72.59999847,Pattern 10,B,No,HEATERS,NULL,0,0,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,1394,72,1,230
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,70.23999786,70.30999756,Pattern 10,B,No,HEATERS,NULL,0,0,0,CLIP_RAIL,Yes,New,46.66999817,NULL,NULL,NULL,393,72,1,150
00:00.0,CAMROSE,W50P0R03,NULL,310,1,No,No,Yes,77.33000183,77.79000092,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,2608,72,1,420
00:00.0,CAMROSE,W50P0R02,NULL,310,1,No,No,Yes,78.65000153,79.12999725,Pattern 10,A,No,HEATERS,NULL,0,0,1,NA,Yes,New,0,NULL,NULL,NULL,2621,72,1,420
00:00.0,NEENAH,S70P0R01,NULL,310,2,No,No,Yes,164.0700073,164.9100037,Pattern 10,B,No,HEATERS,NULL,1,0,0,NA,Yes,New,0,NULL,NULL,NULL,4254,72,1,300
00:00.0,NEENAH,S70P0R01,NULL,310,2,No,No,Yes,164.0700073,164.9100037,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,4257,72,1,300
00:00.0,NEENAH,S70P0R03,NULL,310,2,No,No,Yes,162.6399994,163.4900055,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,4451,72,1,570
00:00.0,NEENAH,S70P0R03,NULL,310,2,No,No,Yes,162.6399994,163.4900055,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,4451,72,1,570
00:00.0,CAMROSE,W50P0R03,NULL,310,1,No,No,Yes,76.66000366,77.33000183,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,3338,72,1,420
00:00.0,CAMROSE,W50P0R02,NULL,310,1,No,No,Yes,77.37000275,78.77999878,Pattern 10,A,No,HEATERS,NULL,0,0,1,NA,Yes,New,0,NULL,NULL,NULL,4365,72,1,420
00:00.0,CAMROSE,W50P0R02,NULL,310,1,No,No,Yes,77.37000275,78.77999878,Pattern 10,A,No,HEATERS,NULL,0,0,2,NA,Yes,New,0,NULL,NULL,NULL,4129,72,1,420
00:00.0,CAMROSE,W50P0R02,NULL,310,1,No,No,Yes,76.25,76.93000031,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,3477,72,1,420
00:00.0,CAMROSE,W50P0R03,NULL,310,1,No,No,Yes,75.55999756,76.18000031,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,3200,72,1,420
00:00.0,YALE,W50P0R05,NULL,310,2,No,No,Yes,102.3399963,102.6299973,Pattern 10,B,No,HEATERS,NULL,0,2,0,CLIP_RAIL,Yes,New,25.26000023,NULL,NULL,NULL,1698,72,1,230
00:00.0,NEENAH,S70P0R03,NULL,310,2,No,No,Yes,163.4499969,164.5700073,Pattern 10,B,No,HEATERS,NULL,1,0,0,NA,Yes,New,0,NULL,NULL,NULL,5668,72,1,645
00:00.0,NEENAH,S70P0R03,NULL,310,2,No,No,Yes,163.4499969,164.5700073,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,5735,72,1,645
00:00.0,NEENAH,S70P0R01,NULL,310,2,No,No,Yes,164.9100037,166.3200073,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,4112,72,1,300
00:00.0,NEENAH,S70P0R01,NULL,310,2,No,No,Yes,164.9100037,166.3200073,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,4112,72,1,300
00:00.0,NEENAH,S70P0R03,NULL,310,2,No,No,Yes,166.3099976,166.9900055,Pattern 10,B,No,HEATERS,NULL,1,0,1,NA,Yes,New,0,NULL,NULL,NULL,3506,72,1,695
00:00.0,NEENAH,S70P0R01,NULL,310,2,No,No,Yes,164.6000061,166.0200043,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,3667,72,1,300
00:00.0,NEENAH,S70P0R01,NULL,310,2,No,No,Yes,164.6000061,166.0200043,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,3667,72,1,300
00:00.0,CAMROSE,W50P0R03,NULL,310,1,No,No,Yes,75.37000275,75.55999756,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,1066,72,1,420
00:00.0,CAMROSE,W50P0R02,NULL,310,1,No,No,Yes,76.05999756,76.25,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,1066,72,1,420
00:00.0,RAWLISON,W50P0R05,NULL,310,1,No,No,Yes,0.800000012,1.169999957,Pattern 10,B,No,HEATERS,NULL,0,2,0,NA,No,New,0,NULL,NULL,NULL,2637,72,1,370
00:00.0,RAWLISON,W50P0R05,NULL,310,1,No,No,Yes,0.800000012,1.169999957,Pattern 10,B,No,HEATERS,NULL,1,2,0,NA,No,New,0,NULL,NULL,NULL,2659,72,1,370
00:00.0,CAMROSE,W50P0R03,NULL,310,1,No,No,Yes,74.55000305,75.37000275,Pattern 10,A,No,HEATERS,NULL,0,0,1,NA,Yes,New,0,NULL,NULL,NULL,4219,72,1,420
00:00.0,CAMROSE,W50P0R03,NULL,310,1,No,No,Yes,74.55000305,75.37000275,Pattern 10,A,No,HEATERS,NULL,0,0,1,NA,Yes,New,0,NULL,NULL,NULL,4219,72,1,420
00:00.0,CAMROSE,W50P0R02,NULL,310,1,No,No,Yes,75.48999786,76.05999756,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,3073,72,1,420
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,101.3799973,101.6900024,Pattern 10,B,No,HEATERS,NULL,1,0,0,CLIP_RAIL,Yes,New,12.5,NULL,NULL,NULL,1656,72,1,360
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,101.3799973,101.6900024,Pattern 10,D,No,HEATERS,NULL,0,0,0,CLIP_RAIL,Yes,New,12.5,NULL,NULL,NULL,1873,72,1,360
00:00.0,NEENAH,S70P0R05,NULL,310,2,No,No,Yes,166.0200043,166.9900055,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,4978,72,1,465
00:00.0,NEENAH,S70P0R05,NULL,310,2,No,No,Yes,166.0200043,166.9900055,Pattern 10,B,No,HEATERS,NULL,1,0,1,NA,Yes,New,0,NULL,NULL,NULL,4919,72,1,465
00:00.0,NEENAH,S70P0R05,NULL,310,1,No,No,Yes,160.5399933,161.6600037,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,4524,72,1,360
00:00.0,NEENAH,S70P0R01,NULL,310,1,No,No,Yes,161.1199951,162.6300049,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,2992,72,1,300
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,96.40000153,98.86000061,Pattern 10,B,No,HEATERS,NULL,0,2,0,CLIP_RAIL,Yes,New,41.38000107,NULL,NULL,NULL,2323,72,1,380
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,96.40000153,98.86000061,Pattern 10,B,No,HEATERS,NULL,1,2,0,CLIP_RAIL,Yes,New,41.38000107,NULL,NULL,NULL,2336,72,1,380
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,96.40000153,98.22000122,Pattern 10,B,No,HEATERS,NULL,0,1,0,CLIP_RAIL,Yes,New,15.67000008,NULL,NULL,NULL,2628,72,1,465
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,96.40000153,98.22000122,Pattern 10,B,No,HEATERS,NULL,0,0,0,CLIP_RAIL,Yes,New,15.67000008,NULL,NULL,NULL,2581,72,1,465
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,102.2300034,102.5,Pattern 10,B,No,HEATERS,NULL,0,0,0,CLIP_RAIL,Yes,New,8.960000038,NULL,NULL,NULL,1436,72,1,60
00:00.0,CAMROSE,W50P0R03,NULL,310,1,No,No,Yes,76.18000031,76.66000366,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,2616,72,1,420
00:00.0,CAMROSE,W50P0R02,NULL,310,1,No,No,Yes,76.91999817,77.37999725,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,2608,72,1,420
00:00.0,CAMROSE,W50P0R02,NULL,310,1,No,No,Yes,76.25,76.93000031,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,3477,72,1,420
00:00.0,NEENAH,S70P0R01,NULL,310,1,No,No,Yes,161.1199951,162.6300049,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,2992,72,1,300
00:00.0,YALE,W50P0R05,NULL,310,2,No,No,Yes,102.2399979,102.5100021,Pattern 10,B,No,HEATERS,NULL,0,2,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,1773,72,1,240
00:00.0,CAMROSE,W50P0R02,NULL,310,1,No,No,Yes,74.93000031,75.48999786,Pattern 10,A,No,HEATERS,NULL,0,0,1,NA,Yes,New,0,NULL,NULL,NULL,3012,72,1,420
00:00.0,CAMROSE,W50P0R03,NULL,310,1,No,No,Yes,74.04000092,74.55000305,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,2681,72,1,420
00:00.0,NEENAH,S70P0R01,NULL,310,1,No,No,Yes,162.6300049,163.6699982,Pattern 10,B,No,HEATERS,NULL,1,0,0,NA,Yes,New,60,NULL,NULL,NULL,4158,72,1,300
00:00.0,NEENAH,S70P0R01,NULL,310,1,No,No,Yes,162.6300049,163.6699982,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,60,NULL,NULL,NULL,4158,72,1,300
00:00.0,NEENAH,S70P0R05,NULL,310,1,No,No,Yes,161.6600037,163.0599976,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,4228,72,1,360
00:00.0,NEENAH,S70P0R05,NULL,310,1,No,No,Yes,161.6600037,163.0599976,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,4228,72,1,360
00:00.0,NEENAH,S70P0R05,NULL,310,1,No,No,Yes,161.6600037,163.0599976,Pattern 10,B,No,HEATERS,NULL,1,0,0,NA,Yes,New,0,NULL,NULL,NULL,4238,72,1,360
00:00.0,NEENAH,S70P0R01,NULL,310,1,No,No,Yes,164.5,165.7400055,Pattern 10,B,No,HEATERS,NULL,1,0,1,NA,Yes,New,0,NULL,NULL,NULL,3332,72,1,300
00:00.0,NEENAH,S70P0R01,NULL,310,1,No,No,Yes,164.5,165.7400055,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,3522,72,1,300
00:00.0,NEENAH,S70P0R05,NULL,310,1,No,No,Yes,163.0599976,163.8999939,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,4303,72,1,360
00:00.0,NEENAH,S70P0R01,NULL,310,1,No,No,Yes,167.0299988,168.3800049,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,3495,72,1,300
00:00.0,NEENAH,S70P0R01,NULL,310,1,No,No,Yes,165.5899963,166.8500061,Pattern 10,B,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,3483,72,1,360
00:00.0,NEENAH,S70P0R01,NULL,310,1,No,No,Yes,165.5899963,166.8500061,Pattern 10,B,No,HEATERS,NULL,0,0,1,NA,Yes,New,0,NULL,NULL,NULL,3306,72,1,360
00:00.0,CAMROSE,W50P0R03,NULL,310,1,No,No,Yes,70.83000183,71.40000153,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,638,72,1,40
00:00.0,CAMROSE,W50P0R03,NULL,510,1,No,No,Yes,70.84999847,70.84999847,Pattern 10,A,No,PULLERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,56,72,1,60
00:00.0,CAMROSE,W50P0R07,NULL,310,1,No,No,Yes,73.29000092,74.06999969,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,3997,72,1,420
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,107.1699982,107.7300034,Pattern 10,D,No,HEATERS,NULL,0,0,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,2308,72,1,295
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,107.1699982,107.7300034,Pattern 10,B,No,HEATERS,NULL,0,0,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,2354,72,1,295
00:00.0,CLEARWATER,W50P0R06,NULL,310,1,No,No,Yes,84.41999817,88.22000122,Pattern 10,B,No,HEATERS,NULL,0,2,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,2204,72,1,240
00:00.0,CLEARWATER,W50P0R06,NULL,310,1,No,No,Yes,84.41999817,88.22000122,Pattern 10,B,No,HEATERS,NULL,0,0,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,2118,72,1,240
00:00.0,CLEARWATER,W50P0R06,NULL,310,1,No,No,Yes,80.12999725,83.90000153,Pattern 10,B,No,HEATERS,NULL,1,2,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,2196,72,1,240
00:00.0,CLEARWATER,W50P0R06,NULL,310,1,No,No,Yes,80.12999725,83.90000153,Pattern 10,B,No,HEATERS,NULL,0,0,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,2112,72,1,240
00:00.0,CLEARWATER,W50P0R06,NULL,310,1,No,No,Yes,80.12999725,83.90000153,Pattern 10,B,No,HEATERS,NULL,0,1,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,2185,72,1,240
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,107.1699982,107.8600006,Pattern 10,D,No,HEATERS,NULL,0,0,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,2042,72,1,330
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,107.1699982,107.8600006,Pattern 10,B,No,HEATERS,NULL,0,0,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,2248,72,1,330
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,107.1699982,107.8600006,Pattern 10,B,No,HEATERS,NULL,0,1,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,2283,72,1,330
00:00.0,CAMROSE,W50P0R07,NULL,310,1,No,No,Yes,73.15000153,73.83000183,Pattern 10,A,No,HEATERS,NULL,1,0,0,NA,Yes,New,0,NULL,NULL,NULL,3407,72,1,420
00:00.0,CAMROSE,W50P0R03,NULL,310,1,No,No,Yes,70.23999786,70.83000183,Pattern 10,A,No,HEATERS,NULL,0,0,2,NA,Yes,New,0,NULL,NULL,NULL,3066,72,1,420
00:00.0,CAMROSE,W50P0R03,NULL,310,1,No,No,Yes,70.23999786,70.83000183,Pattern 10,A,No,HEATERS,NULL,0,0,3,NA,Yes,New,0,NULL,NULL,NULL,3063,72,1,420
00:00.0,CAMROSE,W50P0R07,NULL,310,1,No,No,Yes,72.70999908,73.15000153,Pattern 10,A,No,HEATERS,NULL,1,0,1,NA,Yes,New,0,NULL,NULL,NULL,3008,72,1,420
00:00.0,CAMROSE,W50P0R07,NULL,310,1,No,No,Yes,72.70999908,73.15000153,Pattern 10,A,No,HEATERS,NULL,1,0,2,NA,Yes,New,0,NULL,NULL,NULL,2979,72,1,420
00:00.0,CAMROSE,W50P0R02,NULL,310,1,No,No,Yes,69.34999847,69.95999908,Pattern 10,A,No,HEATERS,NULL,0,0,2,NA,Yes,New,0,NULL,NULL,NULL,3070,72,1,420
00:00.0,CAMROSE,W50P0R07,NULL,310,1,No,No,Yes,68.41000366,69.16000366,Pattern 10,A,No,HEATERS,NULL,0,0,2,NA,Yes,New,0,NULL,NULL,NULL,3395,72,1,420
00:00.0,CAMROSE,W50P0R03,NULL,310,1,No,No,Yes,66.76999664,67.48999786,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,3534,72,1,420
00:00.0,CAMROSE,W50P0R02,NULL,310,1,No,No,Yes,67.51000214,68.15000153,Pattern 10,A,No,HEATERS,NULL,0,0,1,NA,Yes,New,0,NULL,NULL,NULL,3240,72,1,420
00:00.0,CAMROSE,W50P0R02,NULL,310,1,No,No,Yes,67.51000214,68.15000153,Pattern 10,A,No,HEATERS,NULL,0,0,0,NA,Yes,New,0,NULL,NULL,NULL,3261,72,1,420
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,110.6900024,111.2699966,Pattern 10,D,No,HEATERS,NULL,0,0,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,1877,72,1,265
00:00.0,YALE,W50P0R05,NULL,310,1,No,No,Yes,110.6900024,111.2699966,Pattern 10,B,No,HEATERS,NULL,0,0,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,1915,72,1,265
00:00.0,CLEARWATER,W50P0R06,NULL,310,1,No,No,Yes,79.33000183,79.80000305,Pattern 10,B,No,HEATERS,NULL,0,0,0,CLIP_RAIL,Yes,New,0,NULL,NULL,NULL,2414,72,1,240
